Date / Time,CPU Usage %,Temperature C
2023-03-28 19:51:15.666612,0.1,46.7
2023-03-28 19:51:26.343318,0.3,45.7
2023-03-28 19:51:36.979483,0.3,46.7
2023-03-28 19:51:47.738176,0.3,45.7
2023-03-28 19:51:58.550169,0.3,45.7
2023-03-28 19:52:09.349094,0.8,46.7
2023-03-28 19:52:20.005230,0.3,46.7
2023-03-28 19:52:30.554217,0.3,45.7
2023-03-28 19:52:41.185837,0.3,46.7
2023-03-28 19:52:51.899710,0.2,45.7
2023-03-28 19:53:02.468287,0.4,45.7
2023-03-28 19:53:13.092652,0.6,46.7
2023-03-28 19:53:23.671056,0.2,46.2
2023-03-28 19:53:34.453003,0.3,45.2
2023-03-28 19:53:44.985767,0.2,44.8
2023-03-28 19:53:55.503709,0.3,45.7
2023-03-28 19:54:06.013922,0.9,46.7
2023-03-28 19:54:16.492155,0.1,46.7
2023-03-28 19:54:27.124631,0.3,45.2
2023-03-28 19:54:38.005924,0.2,45.7
2023-03-28 19:54:48.698389,0.3,46.2
2023-03-28 19:54:59.481831,0.2,46.2
2023-03-28 19:55:09.976241,0.9,46.2
2023-03-28 19:55:20.624725,0.2,46.2
2023-03-28 19:55:31.420035,0.2,45.7
2023-03-28 19:55:42.192288,0.2,46.2
2023-03-28 19:55:52.727811,0.3,46.7
2023-03-28 19:56:03.366470,0.4,46.7
2023-03-28 19:56:13.990848,0.6,46.2
2023-03-28 19:56:24.702142,0.3,46.7
2023-03-28 19:56:35.253879,0.2,46.2
2023-03-28 19:56:45.899770,0.3,46.7
2023-03-28 19:56:56.468981,0.2,45.7
2023-03-28 19:57:06.966754,0.9,46.7
2023-03-28 19:57:17.439802,0.2,46.2
2023-03-28 19:57:28.441206,0.2,46.2
2023-03-28 19:57:39.096117,0.2,46.7
2023-03-28 19:57:49.622039,0.2,45.7
2023-03-28 19:58:00.404415,0.3,46.7
2023-03-28 19:58:11.070837,0.8,46.7
2023-03-28 19:58:21.754086,0.3,46.2
2023-03-28 19:58:32.346272,0.3,46.7
2023-03-28 19:58:42.864439,0.2,45.7
2023-03-28 19:58:53.372490,0.2,46.7
2023-03-28 19:59:04.198615,0.4,45.2
2023-03-28 19:59:14.825380,0.7,46.2
2023-03-28 19:59:25.335512,0.2,46.7
2023-03-28 19:59:35.840268,0.3,46.2
2023-03-28 19:59:46.500240,0.2,46.2
2023-03-28 19:59:57.030061,0.2,46.2
2023-03-28 20:00:07.537211,0.9,46.7
2023-03-28 20:00:18.039333,0.2,46.2
2023-03-28 20:00:28.549983,0.2,46.2
2023-03-28 20:00:39.180799,0.3,46.2
2023-03-28 20:00:49.675985,0.2,46.7
2023-03-28 20:01:00.220279,0.2,47.2
2023-03-28 20:01:10.738019,0.8,46.2
2023-03-28 20:01:21.391496,0.3,46.2
2023-03-28 20:01:31.904991,0.3,46.2
2023-03-28 20:01:42.430675,0.3,46.7
2023-03-28 20:01:52.935217,0.2,46.7
2023-03-28 20:02:03.591857,0.4,46.2
2023-03-28 20:02:14.118540,0.7,46.2
2023-03-28 20:02:25.010430,0.2,46.7
2023-03-28 20:02:35.522768,0.2,47.2
2023-03-28 20:02:46.242414,0.2,47.7
2023-03-28 20:02:56.743327,0.3,45.7
2023-03-28 20:03:07.262670,0.8,47.7
2023-03-28 20:03:17.892380,0.2,47.2
2023-03-28 20:03:28.413010,0.2,46.7
2023-03-28 20:03:38.940948,0.8,47.2
2023-03-28 20:03:49.443933,0.3,46.7
2023-03-28 20:04:00.035848,0.4,46.7
2023-03-28 20:04:10.585071,2.2,46.7
2023-03-28 20:04:21.098108,1.1,48.7
